Company,Sub-processor,Service category / What they do
Jasper,SerpApi,Geocoding
Jasper,Cloudflare,Infrastructure
Jasper,Google Cloud,Infrastructure
Jasper,Vercel,Infrastructure
Jasper,Paragon,Integrations (option agentic features)
Jasper,Anthropic,LLM (option agentic features)
Jasper,Cohere,LLM (option agentic features)
Jasper,Google Gemini,LLM (option agentic features)
Jasper,OpenAI,LLM (option agentic features)
Jasper,Datadog,Logging
Jasper,Splunk,Logging
Jasper,Transcend,Privacy
Jasper,ADA,Support
Jasper,Gong,Support
Jasper,Retool,Support
Jasper,Slack,Support
Jasper,Zendesk,Support
Langfuse,"Finto Technologies Inc., 156, 2nd Street, 94105, San Francisco, California, USA (100% parent company of Langfuse GmbH)",Servicing & Support
Langfuse,"Amazon Web Services, Inc.",Application Hosting
Langfuse,Clickhouse Inc.,Application Hosting
Langfuse,Google LLC,Application Hosting
Langfuse,"Posthog, Inc.",Product metrics
Langfuse,"Datadog, Inc.",Application logs
Langfuse,"Cloudflare, Inc.","Web Application Security (e.g. Firewall, DDOS protection)"
Langfuse,"Functional Software, Inc. d/b/a Sentry",Application logs
Langfuse,"Amazon Web Services, Inc.",Application Hosting
Langfuse,Clickhouse Inc.,Application Hosting
Langfuse,Google LLC,"Product Metrics, Support, Servicing Contract"
Langfuse,"Posthog, Inc.",Product metrics
Langfuse,"Datadog, Inc.",Application logs
Langfuse,"Cloudflare, Inc.","Web Application Security (e.g. Firewall, DDOS protection)"
Langfuse,"Functional Software, Inc. d/b/a Sentry",Application logs
Langfuse,"Amazon Web Services, Inc.",Application Hosting
Langfuse,Clickhouse Inc.,Application Hosting
Front,Ably Realtime Ltd.,Real-time events
Front,"Algolia, Inc.",Searching functionality
Front,"Amazon Web Services, Inc.",Cloud hosting; Content delivery network; AI-enabled functionality
Front,"Azure by Microsoft Corporation, Inc.",AI-enabled functionality
Front,"ClickHouse, Inc.",Reporting and analytics; Conversation transcription
Front,"Datadog, Inc.",Backend infrastructure services
Front,"Fastly, Inc.",Caching service provider
Front,"Google, LLC",Emailing and office applications; AI-enabled functionality
Front,"Grammarly, Inc.",Grammar Checker and Writing
Front,"Observe, Inc.",Backend infrastructure services
Front,Omni Analytics Inc.,Data analytics dashboarding
Front,"OpenAI, Inc.",AI-enabled functionality
Front,"Sendgrid by Twilio, Inc.",Email service provider
Front,"Snowflake, Inc.",Data warehouse services
Front,"FrontApp, Inc.",Technical and Operational Support for all Front Services.
Front,FrontApp SARL,Customer Support Operations
Front,FrontApp Ireland Limited,Customer Support Operations
Ada,Amazon AWS,Hosting
Ada,Anthropic,Artificial intelligence models
Ada,Apify Technologies,Scrape knowledge from selected web pages
Ada,Chameleon,In-product tours and onboarding
Ada,ClickHouse,Analytics
Ada,CloudAMQP,Web Broker Hosting
Ada,Confluent,Data pipelines and analytics
Ada,Datadog,Logging
Ada,Deepgram,Automated Speech Recognition (ASR)
Ada,Elastic NV,"Answer prediction, database hosting"
Ada,ElevenLabs,Generated Text-to-speech (TTS)
Ada,Google Cloud,"Message Translation, Text-to-speech (TTS), Automated Speech Recognition (ASR)"
Ada,LangChain,Logging
Ada,"Looker (Google Cloud) (until October 31, 2025)",Business Intelligence and Analytics
Ada,MongoDB Atlas,Database Hosting
Ada,Microsoft Azure,Database Hosting; Text-to-Speech for Voice
Ada,Microsoft Azure’s OpenAI (Microsoft Corporation),Artificial intelligence models
Ada,Omni,Business Intelligence and Analytics
Ada,OpenAI,Artificial intelligence models
Ada,PostHog,Analytics
Ada,Pusher,Realtime Processing
Ada,"Pylon(Effective September 1, 2025)",Technical support
Ada,Sendgrid,Email Service Provider
Ada,Sentry,Error Reporting
Ada,Sunshine Conversations by Zendesk (formerly Smooch Technologies),External Messaging Consolidation
Ada,Svix,Webhooks functionality and infrastructure
Ada,"Transcend, Inc.",Data Privacy Compliance
Ada,Twilio,"Two-Factor Authentication, Telephone calls, call recording, and SMS processing"
Reclaim,Amazon Web Services,Cloud Hosting
Reclaim,Google,Cloud Platform
Reclaim,Microsoft,Cloud Platform
Reclaim,Vercel,Web development
Reclaim,Cloudflare,CDN & cloud security
Reclaim,HashiCorp (Terraform),Infrastructure-as-Code
Reclaim,GitHub,Source Code Version Control
Reclaim,Sentry,Error tracking and logging
Reclaim,Grafana,Performance and infrastructure monitoring
Reclaim,Retool,Customer Support
Reclaim,Intercom,Customer support/engagement
Reclaim,Slack,Internal messaging / customer support
Reclaim,PartnerStack,Affiliates / Referrals
Reclaim,Stripe,Billing / Payment Processing
Reclaim,Osano,Privacy compliance & Cookie consent
Reclaim,HubSpot,CRM
Reclaim,ClickHouse / HyperDX,Performance monitoring and logging
Reclaim,DataDog,Performance monitoring and logging
Reclaim,OpenAI,"Service provider for AI-enabled features, large language models and embeddings; by opt-in only"
Otter,"Amazon Web Services, Inc.",Cloud service provider and customer data storage platform
Otter,Zendesk,Cloud-based customer support services. Personal data may be contained in the customer support tickets.
Otter,OneSignal,Customer engagement and push notifications.
Otter,Stripe,Cloud-based Payment Processing
Otter,Zuora,Subscription Management & Billing
Otter,Slack,Internal messaging platform for communications.
Otter,Anthropic,Provider for backend support of AI-enabled functionality. No Customer Data will be used to train or improve Anthropic’s artificial intelligence models. Anthropic does not store Customer Data sent through the API on their platform.
Otter,OpenAI,Provider for evaluating the effectiveness of our Large Language Models (LLM). The provider is used to provide input on whether product feature(s) may contain harmful information. No Customer Data will be used to train or improve OpenAI’s artificial intelligence models. OpenAI does not store Customer Data sent through the API on their platform.
Otter,Intercom,Support services. Intercom will only process customer data if it is shared between Customer and Otter.ai in the support tool.
Otter,Research Transcriptions,Provider for annotating training and evaluation data for our product features.
Otter,Workato,Provider for building automations and integrations.
Otter,Google Cloud Platform,Cloud service provider
Otter,Crusoe,Cloud service provider
Otter,PartnerHero,The subprocessor only has access to Customer Data in the course of customer-initiated support cases.
Otter,SendGrid,Email communications
Tray,"Amazon Web Services, Inc.",Infrastructure provider
Tray,"Datadog, Inc.",Internal system and error logs
Tray,Plan.nr Ltd,"A wholly owned UK subsidiary of Tray.ai, Inc. - Tray has engineering and support staff based in the UK and may therefore need to access data of our customers for support and maintenance purposes"
Tray,"Twilio, Inc.","Twilio Sendgrid processes emails used by customers in the v3 and below Send Email connector in workflows. Previously named Sendgrid, Inc. This has been superseded in the v4 and above Send Email connector which uses AWS SES"
Tray,"Amazon Web Services, Inc.",Infrastructure provider
Tray,"Datadog, Inc.",Internal system and error logs
Tray,Plan.nr Ltd,"A wholly owned UK subsidiary of Tray.ai, Inc. - Tray has engineering and support staff based in the UK and may therefore need to access data of our customers for support and maintenance purposes"
Tray,"OpenAI, Inc.",Customers must opt-in to this sub-processor where details of OpenAI’s processing will be described. OpenAI will not be allowed to use customer data for its own training purposes. More info on AI processinghere.
Tray,"Amazon Web Services, Inc.",Infrastructure provider
Tray,"Datadog, Inc.",Internal system and error logs
Tray,Plan.nr Ltd,"A wholly owned UK subsidiary of Tray.ai, Inc. - Tray has engineering and support staff based in the UK and may therefore need to access data of our customers for support and maintenance purposes"
Tray,"Atlassian, Inc. & Atlassian Pty Ltd.",Project management - Jira is used for bug tracking. Data from customer workflows may be processed whilst workflows are debugged with or on behalf of the customer
Tray,Google LLC,Company communication
Tray,"Intercom, Inc.",Customer support - Only used if customers submit data via Intercom live chat
Tray,"Slack Technologies, LLC",Company communication
Tray,"Zendesk, Inc.",Customer support - Data from customer workflows may be processed whilst workflows are debugged with or on behalf of the customer
Weaviate,Amazon Web Services,Infrastructure and hosting provider
Weaviate,Microsoft Azure,Infrastructure and hosting provider
Weaviate,Google Cloud Platform,Infrastructure and hosting provider
Weaviate,Dash0,Observability and system monitoring
Weaviate,MongoDB,Data storage for billing and provisioning
Weaviate,Temporal Cloud,Workload orchestration
Weaviate,Modal,GPU-as-a-Service provider
Weaviate,OpenAI,AI feature connectivity
Weaviate,Voyage AI,AI feature connectivity
Weaviate,Google Workspace,Productivity and communications services
Weaviate,Twilio,"Email communications, alerts and marketing"
Weaviate,HubSpot,CRM for marketing
Weaviate,Pylon,Customer support ticketing system
Weaviate,Slack,Internal communications tool
Weaviate,Stripe,Payment services provider
Weaviate,Sphere,Billing and tax automation
Weaviate,Omni,Billing analytics
Sentry,"Amazon Web Services, Inc.410 Terry Avenue NorthSeattle, WA 98109United States",Cloud infrastructure services
Sentry,"Anthropic, PBC548 Market StSan Francisco, CA 94104United States",AI/ML services
Sentry,"Cloudflare, Inc.101 Townsend StSan Francisco, CA 94107United States",Cloud infrastructure services
Sentry,"Google LLC (Google Cloud Platform)1600 Amphitheatre ParkwayMountain View, CA 94043United States",Cloud infrastructure services
Sentry,"OpenAI, L.L.C.3180 18th St.San Francisco, CA 94110United States",AI/ML services
Sentry,"Sinch Email (Mailgun)112 E Pecan St, #1135San Antonio, TX 78205United States",Email delivery services
Sentry,"Twilio Inc. (SendGrid)101 Spear Street, First FloorSan Francisco, CA 94105United States",Email delivery services
Sentry,Functional Software GmbHRothschildplatz 3Top 3.02.AB 1020 ViennaAustria,Provides parts of the Service and related technical support
Sentry,"Sentry Software Canada Inc.129 Spadina Ave, 7th FloorToronto, ON M5V 2L3Canada",Provides parts of the Service and related technical support
Sentry,"Sentry Software Netherlands B.V.Schiphol Boulevard 359WTC Schiphol Airport, D-Tower11th floor1118BJ SchipholNetherlands",Provides parts of the Service and related technical support
Abnormal,"Amazon Web Services, Inc.",Hosting and provision of the Abnormal Service
Abnormal,Microsoft Corporation (Azure),Hosting for the Abnormal Service
Abnormal,"Databricks, Inc.",Analytics Infrastructure Provider
Abnormal,Microsoft Corporation (Azure) OpenAI,Artificial intelligence-enabled functionality
Abnormal,Twilio Inc. (SendGrid),Email functionality for AI Security Mailbox
Abnormal,Microsoft Corporation (Azure) OpenAI,"AI Security Mailbox, AI Phishing Coach, Account Take Over Service Case Summaries"
Abnormal,Atlassian Corporation Plc,Troubleshoot Ticketing System and Bug Fixes
Abnormal,"Gainsight, Inc.",Customer Success and Product Experience
Abnormal,"Salesforce, Inc.",Customer Relationship Management Tool and Customer Support
Abnormal,Abnormal AI Australia Pty Ltd.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI Canada LTD.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI PTE. LTD,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI UK Ltd.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal Security India Private Limited,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI Australia Pty Ltd.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI Canada LTD.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI PTE. LTD,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal AI UK Ltd.,To provide customer support to deliver the Service to Customers.
Abnormal,Abnormal Security India Private Limited,To provide customer support to deliver the Service to Customers.
Crescendo,"Amazon Nova Sonic (Amazon Web Services, Inc.)","Speech-to-text, Text-to-speech, real-time conversations"
Crescendo,Deepgram Inc.,Automatic speech recognition: call recordings
Crescendo,Elasticsearch BV,Cloud hosting services
Crescendo,ElevenLabs Inc.,"Text to Speech, Real Time conversations"
Crescendo,Google LLC,Google Cloud Platform: cloud hosting services
Crescendo,Google LLC,"Google PaLM 2: AI service provider, transcripts"
Crescendo,Google LLC,"Google Workspace: file storage, content collaboration, communications"
Crescendo,Groq Inc.,"Real time conversations, transcripts, and CX insights"
Crescendo,"Guru Technologies, Inc.",AI-powered knowledge platform
Crescendo,"HubSpot, Inc","CRM – manage prospect/customer contact data, track interactions, send sales/marketing/support communications"
Crescendo,Microsoft Corporation Inc.,"Azure: text-to-speech, real time conversations, transcripts, CX Insights"
Crescendo,OpenAI LLC,"AI service provider: real time conversations, transcriptions, CX insights"
Crescendo,Redis Inc.,Cache: transcripts
Crescendo,Salesforce Inc. (Slack),Internal communication tool
Crescendo,Soniox Inc.,Text to Speech and Real Time conversations
Crescendo,Twilio Inc.,Telephony: voicebot and inbound telephony
Crescendo,Twilio Inc. (Sendgrid),"Outbound emails, transcripts"
Crescendo,Venn US Inc.,Secure BYO-PC technology
Crescendo,Zendesk Inc.,Cloud-based customer service platform: communications content such as cloud recordings or in-meeting chat transcripts
Super,"Amazon Web Services, Inc.",Infrastructure
Super,"Amazon Web Services, Inc.",Infrastructure
Super,Calendly Inc.,Scheduling
Super,Chilipiper,Scheduling
Super,Docusign Inc.,Contract Management
Super,"Functional Software, Inc. dba Sentry",Infrastructure
Super,Google Inc.,Infrastructure
Super,Google Inc.,Infrastructure
Super,Hotjar Limited Ltd.,Website Analytics
Super,Hubdoc Inc.,Invoice Document Management
Super,Hubspot Inc.,Sales
Super,Intercom Inc.,Customer Messaging
Super,Linear,Ticketing Software
Super,Microsoft,Office Productivity Software
Super,"Microsoft, Azure",Infrastructure
Super,"Microsoft, Azure",Infrastructure
Super,"Microsoft, Azure",Infrastructure
Super,"Microsoft, Azure",Infrastructure
Super,"Microsoft, Azure",Infrastructure
Super,"Microsoft, Azure",Infrastructure
Super,Segment.io Inc.,Data Analysis
Super,Slack Inc.,Communication
Super,Stripe Inc.,Payments
Super,Zapier Inc.,Automation
Super,"Zendesk, Inc.",Customer Support
Super,Zoom Inc.,Visual meeting/phone platform
Writer AI,Amazon Web Services,Cloud Service Provider
Writer AI,Baseten,Infrastructure
Writer AI,Daytona,Infrastructure
Writer AI,Elastic Cloud,Infrastructure
Writer AI,Google Cloud Platform,Cloud Service Provider
Writer AI,Omni,Analytics
Writer AI,Pylon,Customer Support
Writer AI,Segment,Analytics
Writer AI,Sendgrid,Email Communications
Writer AI,Stripe,Billing
Writer AI,Tavily,Web Search
Writer AI,Together.ai,Infrastructure
Writer AI,"Writer, Inc. affiliates",Services and support
Chalk AI,Amazon Web Services,Cloud infrastructure services
Chalk AI,Amplitude,Product analytics
Chalk AI,Datadog,Monitoring and log aggregation
Chalk AI,Google Cloud Platform,Cloud infrastructure services
Chalk AI,Google Workspace,Email services for ticket submission
Chalk AI,Linear,Ticket tracking and work management tool
Chalk AI,Retool,Admin dashboards
Chalk AI,Slack,Alerting and support offerings
Chalk AI,Timescale,Data infrastructure services
Chalk AI,Vercel,Web hosting provider
Read,Canva,Necessary cookies help make a website usable by enabling basic functions like page navigation and access to secure areas of the website. The website cannot function properly without these cookies.
Read,Cookiebot,Stores the user's cookie consent state for the current domain
Read,Google,Some of the data collected by this provider is for the purposes of personalization and measuring advertising effectiveness.
Read,LinkedIn,Pending
Read,Stripe,This cookie is necessary for making credit card transactions on the website. The service is provided by Stripe.com which allows online transactions without storing any credit card information.
Read,app.read.ai,Used to determine what client is being used to provide the correct application experience.
Read,app.read.ai,Stores the user's cookie consent state for the current domain
Read,canva.com,"This cookie is a part of the services provided by Cloudflare - Including load-balancing, deliverance of website content and serving DNS connection for website operators."
Read,canva.com,"This cookie is used to distinguish between humans and bots. This is beneficial for the website, in order to make valid reports on the use of their website."
Read,featureassets.org,"This cookie is used in context with load balancing - This optimizes the response rate between the visitor and the site, by distributing the traffic load on multiple network links or servers."
Read,m.stripe.com,This cookie is necessary for making credit card transactions on the website. The service is provided by Stripe.com which allows online transactions without storing any credit card information.
Read,read.ai,Protects forms and account actions from cross-site request forgery.
Read,Embed.ly,Allows queries from third-party database for implementation of visual content.
Read,Vimeo,"Collects data on the user's visits to the website, such as which pages have been read."
Read,Zendesk,Unique id that identifies the user on recurring visits.
Read,"Meta Platforms, Inc.",Detects how the user reached the website by registering their last URL-address.
Read,Reddit,Necessary for the implementation of the Reddit.com's share-button function.
Read,YouTube,Pending
Read,mpc-prod-17-s6uit34pua-wl.a.run.app,Registers a unique ID that identifies the user's device during return visits. Used for conversion tracking and to measure the efficacy of online ads.
Spinach,AWS,Cloud and AI models
Spinach,Google,"Cloud, AI models, workspace"
Spinach,Microsoft,Cloud and AI models
Spinach,OpenAI,AI models
Spinach,MongoDB,Databases
Spinach,Recall.ai,Call recording
Spinach,AssemblyAI,Transcription & AI models
Spinach,Deepgram,Transcription & AI models
Spinach,Stripe,Payments
Spinach,Mixpanel,Analytics
Spinach,FullStory,Analytics
Spinach,Twilio,Authentication
Spinach,LaunchDarkly,Feature management
Spinach,Sentry,Application monitoring
Spinach,Github,Code repository
Spinach,Sendgrid,System & marketing emails
Spinach,Customer.io,System & marketing emails
Spinach,Intercom,Customer support
Spinach,Slack,Internal and external communication
Spinach,Notion,Documentation
Auditoria,"Alphabet, Inc.",Cloud Infrastructure
Auditoria,"Amazon Web Services, Inc.",Cloud Infrastructure
Auditoria,"BaseTen Labs, Inc.",Cloud Infrastructure
Auditoria,Catamorphic Co.,Feature flag management
Auditoria,"Cloudflare, Inc.",Content Delivery Network and DDoS Prevention
Auditoria,Elastic NV,Data warehouse services
Auditoria,"Microsoft, Inc.",Cloud Infrastructure
Auditoria,"MongoDB, Inc.",Data Warehouse Services
Auditoria,"Okta, Inc.",Identity and access management services
Auditoria,"OpenAI, LLC",ML/AI models
Auditoria,"Plaid, Inc.",Financial services and account verification
Auditoria,Snowflake,Data warehouse services
Auditoria,"Stripe, Inc.",Payment processing and financial services
Auditoria,Twilio,Messaging infrastructure services
Assembly AI,Amazon Web Services,Data processing and storage to provide commercial products; AI services used include data processing and data storage for product improvement.
Assembly AI,Anthropic,Large language model (LLM) processing
Assembly AI,Cloudflare,"Cloudflare provides content delivery network services, cybersecurity, DDoS mitigation, wide area network services, reverse proxies, Domain Name Service, ICANN-accredited[3] domain registration, and other services"
Assembly AI,Google Cloud,Used as (an optional) processor of transcribed audio files (text) to better understand audio context.
Assembly AI,Datadog,"Observability services, and logging"
Assembly AI,GitHub,"Code forge where code is developed, reviewed and maintained."
Assembly AI,Google Workspace,"Productivity Suite for mail, files storage, and other business applications."
Assembly AI,OneTrust,Consent management and end user privacy management
Assembly AI,Metronome,Billing pipeline - provides metering to determine usage volume associated with accounts.
Assembly AI,OpenAI,Used as (an optional) processor of transcribed audio files (text) to better understand audio context.
Assembly AI,Pendo,"Used to better understand how our customers interact with our services. Pendo helps us with in-app analytics, user engagement, and collecting feedback to improve our product. This includes analyzing usage patterns to optimize user experience, delivering in-app guides, and collecting feedback."
Assembly AI,Stripe,"Provides gateway services, customer account management, and billing capabilities."
Assembly AI,Stytch,"Identity platform used to develop social login, expand roles and add federated access to the dashboard."
Assembly AI,Verasafe,DPR and EU Data Representative Contact
Assembly AI,Vercel,Provides certificate and encryption management
Perplexity,Amazon Web Services,Cloud infrastructure and security
Perplexity,Microsoft Azure,"Cloud computing services including Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS) offerings."
Perplexity,Anthropic,"Artificial intelligence research and deployment, including AI models like Claude"
Perplexity,Google Cloud,"Artificial intelligence research and deployment, including AI models like Gemini"
Datarobot,"Amazon Web Services, Inc.",Cloud service provider for multi-tenant SaaS offering (MTS)
Datarobot,"Amazon Web Services, Inc.",Cloud service provider for single-tenant SaaS offering (STS) (if chosen by Customer)
Datarobot,Google LLC,Cloud service provider for single-tenant SaaS offering (STS) (if chosen by Customer)
Datarobot,Microsoft Corporation,Cloud service provider for single-tenant SaaS offering (STS) (if chosen by Customer)
Datarobot,"Salesforce, Inc.",Customer support
Datarobot,"SupportLogic, Inc.",Customer support
Datarobot,"Box, Inc.",Document sharing services
Datarobot,Google LLC,Document sharing services
Datarobot,"Aryn, Inc.",Document parsing services
Datarobot,DataRobot Australia Pty. Ltd.,
Datarobot,"DataRobot Canada, Inc.",
Datarobot,DataRobot Denmark Aps,
Datarobot,DataRobot France Sarl,
Datarobot,DataRobot Germany GmbH,
Datarobot,DataRobot Ireland Limited,
Datarobot,DataRobot Software Pvt. Ltd.,
Datarobot,DataRobot Israel Ltd.,
Datarobot,DataRobot Arabia Limited Co.,
Datarobot,DataRobot Poland sp. z.o.o.,
Datarobot,DataRobot Singapore Pte. Ltd.,
Datarobot,DataRobot Ukraine LLC,
Datarobot,DataRobot UK Ltd.,
Datarobot,DataRobot FZ-LLC,
Datarobot,"DataRobot, Inc.",
Datarobot,DataRobot Japan KK,
